id,number,nationwide_number,name,original_name,sex,year_of_birth,nationality,military_civilian,selection,year_of_selection,mission_number,total_number_of_missions,occupation,year_of_mission,mission_title,ascend_shuttle,in_orbit,descend_shuttle,hours_mission,total_hrs_sum,field21,eva_hrs_mission,total_eva_hrs
134,60,35,"weitz, paul j.","weitz, paul j.",male,1932,u.s.,military,1966 nasa group 5,1966,2,2,commander,1983,sts-6,sts-6,sts-6,sts-6,120,793.22,0,0,2.27
135,61,36,"kerwin, joseph p.","kerwin, joseph p.",male,1932,u.s.,military,nasa- 4,1965,1,1,msp,1973,skylab 2,apollo sk.2,apollo sk.2,apollo sk.2,672,672,1,3.42,3.42
136,62,37,"lousma, jack r.","lousma, jack r.",male,1936,u.s.,military,nasa- 5,1966,1,2,pilot,1973,skylab 3,apollo sk.3,skylab 3,skylab 3,1427,1619,2,11,11
137,62,37,"lousma, jack r.","lousma, jack r.",male,1936,u.s.,military,nasa- 5,1966,2,2,commander,1982,sts-3,sts-3,sts-3,sts-3,192,1619,0,0,11
138,63,38,"garriott, owen k.","garriott, owen k.",male,1930,u.s.,civilian,nasa astronaut group 4,1965,1,2,msp,1973,skylab 3,apollo sk.3,skylab,apollo sk.3,1427,1674,3,13.72,13.72
139,63,38,"garriott, owen k.","garriott, owen k.",male,1930,u.s.,civilian,nasa astronaut group 5,1965,2,2,msp,1983,sts-9,sts-9,sts-9,sts-9,247,1674,0,0,13.72
140,64,26,"lazarev, vasili",василий григорьевич лазарев,male,1928,u.s.s.r/russia,military,voskhod-1 / tspk-3,1964,1,1,commander,1973,soyuz 12,soyuz 12,soyuz 12,soyuz 12,47,47.25,0,0,0
141,65,27,"makarov, oleg",олег григорьевич макаров,male,1933,u.s.s.r/russia,civilian,korolyov-group / mishin-group / tskbem-1,1968,1,3,flight engineer,1973,soyuz 12,soyuz 12,soyuz 12,soyuz 12,47,497.33,0,0,0
142,65,27,"makarov, oleg",олег григорьевич макаров,male,1933,u.s.s.r/russia,civilian,korolyov-group / mishin-group / tskbem-2,1968,2,3,flight engineer,1978,soyuz 27/26,soyuz 27,salyut 6,soyuz 26,142,497.33,0,0,0
143,65,27,"makarov, oleg",олег григорьевич макаров,male,1933,u.s.s.r/russia,civilian,korolyov-group / mishin-group / tskbem-3,1968,3,3,flight engineer,1980,soyuz t­3,soyuz t­3,salyut 6,soyuz t­3,307,497.33,0,0,0
144,66,39,"carr, gerald p.","carr, gerald p.",male,1932,u.s.,military,nasa- 5,1966,1,1,commander,1974,skylab 4,skylab 4,skylab 4,skylab 4,2017,2017,3,15.85,15.85
145,67,40,"pogue, william r.","pogue, william r.",male,1930,u.s.,military,nasa-5,1966,1,1,pilot,1973,skylab 4,skylab 4,skylab 4,skylab 4,2017,2017,2,13.62,13.62
146,68,41,"gibson, edward g.","gibson, edward g.",male,1936,u.s.,civilian,nasa astronaut group 4,1965,1,1,msp,1973,skylab 4,skylab 4,skylab 4,skylab 4,2017,2017,3,15.35,15.35
147,69,28,"klimuk, pyotr",петр ильич климук,male,1942,u.s.s.r/russia,military,tspk-3,1965,1,3,commander,1973,soyuz 13,soyuz 13,soyuz 13,soyuz 13,188,1890.28,0,0,0
148,69,28,"klimuk, pyotr",петр ильич климук,male,1942,u.s.s.r/russia,military,tspk-4,1965,2,3,commander,1975,saluyt 4,soyuz 18,saluyt 4,soyuz 18,1511,1890.28,0,0,0
149,69,28,"klimuk, pyotr",петр ильич климук,male,1942,u.s.s.r/russia,military,tspk-5,1965,3,3,commander,1978,saluyt 6,soyuz 30,saluyt 6,soyuz 30,190,1890.28,0,0,0
150,70,29,"lebedev, valentin",валентин витальевич лебедев,male,1942,u.s.s.r/russia,civilian,tskbem-2 / an-4,1972,1,2,flight engineer,1973,soyuz 13,soyuz 13,soyuz 13,soyuz 13,188,5261.98,0,0,2.55
151,70,29,"lebedev, valentin",валентин витальевич лебедев,male,1942,u.s.s.r/russia,civilian,tskbem-2 / an-5,1972,2,2,flight engineer,1982,salyut 7,soyuz t­5,salyut 7,soyuz t­7,5313,5261.98,1,2.55,2.55
152,71,30,"artyukhin, yuri",юрий петрович артюхин,male,1930,u.s.s.r/russia,military,tspk-2,1963,1,1,flight engineer,1974,soyuz 14,soyuz 14,salyut 3,soyuz 14,377,377.5,0,0,0
153,72,31,"sarafanov, gennadi",геннадий васильевич сарафанов,male,1942,u.s.s.r/russia,military,tspk-3,1965,1,1,commander,1974,soyuz 15,soyuz 15,soyuz 15,soyuz 15,48,48.2,0,0,0
154,73,32,"dyomin, lev",лев степанович дёмин,male,1926,u.s.s.r/russia,military,tspk-2,1963,1,1,flight engineer,1974,soyuz 15,soyuz 15,soyuz 15,soyuz 15,48,48.2,0,0,0
155,74,33,"gubarev, aleksei",алексей александрович губарев,male,1931,u.s.s.r/russia,military,tspk-2,1963,1,2,commander,1975,salyut 4,soyuz 17,salyut 4,soyuz 17,709,899.6,0,0,0
156,74,33,"gubarev, aleksei",алексей александрович губарев,male,1931,u.s.s.r/russia,military,tspk-3,1963,2,2,commander,1978,salyut 6,soyuz 28,salyut 6,soyuz 28,190,899.6,0,0,0
157,75,34,"grechko, georgi",георгий михайлович гречко,male,1931,u.s.s.r/russia,civilian,korolyov-group / mishin-group / tskbem-1 / an-3,1968,1,3,flight engineer,1975,salyut 4,soyuz 17,salyut 4,soyuz 17,709,3236.53,0,0,1.01
158,75,34,"grechko, georgi",георгий михайлович гречко,male,1931,u.s.s.r/russia,civilian,korolyov-group / mishin-group / tskbem-1 / an-4,1968,2,3,flight engineer,1977,salyut 6,soyuz 26,salyut 6,soyuz 27,2314,3236.53,1,1.01,1.01
159,75,34,"grechko, georgi",георгий михайлович гречко,male,1931,u.s.s.r/russia,civilian,korolyov-group / mishin-group / tskbem-1 / an-5,1968,3,3,flight engineer,1985,soyuz 7,soyuz t­14,soyuz 7,soyuz t­13,213,3236.53,0,0,1.01
160,76,42,"brand, vance d.","brand, vance d.",male,1931,u.s.,civilian,nasa- 5,1966,1,4,pilot,1975,astp,astp,astp,astp,217.5,746,0,0,0
161,76,42,"brand, vance d.","brand, vance d.",male,1931,u.s.,civilian,nasa- 5,1966,2,4,commander,1982,sts-5,sts-5,sts-5,sts-5,122.25,746,0,0,0
162,76,42,"brand, vance d.","brand, vance d.",male,1931,u.s.,civilian,nasa- 5,1966,3,4,commander,1984,sts-41-b,sts-41-b,sts-41-b,sts-41-b,191.25,746,0,0,0
163,76,42,"brand, vance d.","brand, vance d.",male,1931,u.s.,civilian,nasa- 5,1966,4,4,commander,1990,sts-35,sts-35,sts-35,sts-35,215,746,0,0,0
164,77,43,"slayton, donald k.","slayton, donald k.",male,1924,u.s.,civilian,1959 nasa group 1,1959,1,1,pilot,1975,astp,astp,astp,astp,217.47,217.47,0,0,0
165,78,35,"zholobov, vitali",виталий михайлович жолобов,male,1937,u.s.s.r/russia,military,tspk-2,1963,1,1,flight engineer,1976,soyuz 21,soyuz 21,salyut 5,soyuz 21,1182,1182.38,0,0,0
166,79,36,"aksyonov, vladimir",владимир викторович аксёнов,male,1935,u.s.s.r/russia,military,tskbem-3,1973,1,2,flight engineer,1976,soyuz 22,soyuz 22,soyuz 22,soyuz 22,189,284.18,0,0,0
167,79,36,"aksyonov, vladimir",владимир викторович аксёнов,male,1935,u.s.s.r/russia,military,tskbem-4,1973,2,2,flight engineer,1980,soyuz t­2,soyuz t­2,salyut 6,soyuz t­2,94,284.18,0,0,0
168,80,37,"zudov, vyacheslav",вячеслав дмитриевич зудов,male,1942,u.s.s.r/russia,military,tspk-3,1965,1,1,commander,1976,soyuz 23,soyuz 23,soyuz 23,soyuz 23,48,48.1,0,0,0
169,81,38,"rozhdestvensky, valery",валерий ильич рождественский,male,1939,u.s.s.r/russia,military,tspk-3,1965,1,1,flight engineer,1976,soyuz 23,soyuz 23,soyuz 23,soyuz 23,48,48.1,0,0,0
170,82,39,"glazkov, yuri",юрий николаевич глазков,male,1939,u.s.s.r/russia,military,tspk-3,1965,1,1,flight engineer,1977,soyuz 24,soyuz 24,salyut 5,soyuz 24,425,425.42,0,0,0
171,83,40,"kovalyonok, vladimir",владимир васильевич ковалёнок,male,1942,u.s.s.r/russia,military,tspk-4,1967,1,3,commander,1977,soyuz 25,soyuz 25,soyuz 25,soyuz 25,48,5193.13,0,0,2.33
172,83,40,"kovalyonok, vladimir",владимир васильевич ковалёнок,male,1942,u.s.s.r/russia,military,tspk-5,1967,2,3,commander,1978,salyut 6,soyuz 29,salyut 6,soyuz 31,3350,5193.13,1,2.33,2.33
173,83,40,"kovalyonok, vladimir",владимир васильевич ковалёнок,male,1942,u.s.s.r/russia,military,tspk-6,1967,3,3,commander,1981,salyut 6,soyuz t­4,salyut 6,soyuz t­4,1793,5193.13,0,0,2.33
174,84,41,"ryumin, valery",валерий викторович рюмин,male,1939,u.s.s.r/russia,civilian,tskbem-3,1973,1,4,flight engineer,1977,soyuz 25,soyuz 25,soyuz 25,soyuz 25,48,8921.4,0,0,1.38
175,84,41,"ryumin, valery",валерий викторович рюмин,male,1939,u.s.s.r/russia,civilian,tskbem-3,1973,2,4,flight engineer,1979,salyut 6,soyuz 32,salyut 6,soyuz 34,4200,8921.4,1,1.38,1.38
176,84,41,"ryumin, valery",валерий викторович рюмин,male,1939,u.s.s.r/russia,civilian,tskbem-3,1973,3,4,flight engineer,1980,salyut 6,soyuz 35,salyut 6,soyuz 37,4436,8921.4,0,0,1.38
177,84,41,"ryumin, valery",валерий викторович рюмин,male,1939,u.s.s.r/russia,civilian,tskbem-3,1973,4,4,msp,1998,sts­ 91,sts­ 91,sts­ 91,sts­ 91,235,8921.4,0,0,1.38
178,85,42,"romanenko, yuri",юрий викторович романенко,male,1944,u.s.s.r/russia,military,tspk-5,1970,1,3,commander,1977,soyuz 26/27,soyuz 26,salyut 6,soyuz 27,2314,10338.35,1,1.47,10.27
179,85,42,"romanenko, yuri",юрий викторович романенко,male,1944,u.s.s.r/russia,military,tspk-5,1970,2,3,commander,1980,soyuz 38,soyuz 38,salyut 6,soyuz 38,188,10338.35,0,0,10.27
180,85,42,"romanenko, yuri",юрий викторович романенко,male,1944,u.s.s.r/russia,military,tspk-5,1970,3,3,commander,1987,2,soyuz tm­2/3,mir,soyuz tm­2/3,7835,10338.35,3,8.8,10.27
181,86,43,"dzhanibekov, vladimir",владимир александрович джанибеков,male,1942,u.s.s.r/russia,military,tspk-5,1970,1,5,commander,1978,soyuz 27/26,soyuz 27,salyut 6,soyuz 26,142,3495.93,0,0,8.57
182,86,43,"dzhanibekov, vladimir",владимир александрович джанибеков,male,1942,u.s.s.r/russia,military,tspk-5,1970,2,5,commander,1981,soyuz 39,soyuz 39,salyut 6,soyuz 39,188,3495.93,0,0,8.57
183,86,43,"dzhanibekov, vladimir",владимир александрович джанибеков,male,1942,u.s.s.r/russia,military,tspk-5,1970,3,5,commander,1982,salyut 7,soyuz t­6,salyut 7,soyuz t­6,189,3495.93,0,0,8.57
184,86,43,"dzhanibekov, vladimir",владимир александрович джанибеков,male,1942,u.s.s.r/russia,military,tspk-5,1970,4,5,commander,1984,salyut 7,soyuz t­12,salyut 7,soyuz t­12,283,3495.93,1,3.57,8.57
185,86,43,"dzhanibekov, vladimir",владимир александрович джанибеков,male,1942,u.s.s.r/russia,military,tspk-5,1970,5,5,commander,1985,salyut 7,soyuz t­13,salyut 7,soyuz t­13,2691,3495.93,1,5,8.57
186,87,1,vladimir remek,Unknown,male,1948,czechoslovakia,military,air gorce group 6 - ussr,1976,1,1,pilot,1978,soyuz 28,soyuz 28,soyuz 28,soyuz 28,190.28,190.28,0,0,0
187,88,44,"ivanchenkov, aleksandr",александр сергеевич иванченков,male,1940,u.s.s.r/russia,military,tskbem-3,1973,1,2,flight engineer,1978,salyut 6,soyuz 29,salyut 6,soyuz 31,3350,3540.62,1,2.33,2.33
188,88,44,"ivanchenkov, aleksandr",александр сергеевич иванченков,male,1940,u.s.s.r/russia,military,tskbem-4,1973,2,2,flight engineer,1982,salyut 7,soyuz t6,salyut 7,soyuz t6,189,3540.62,0,0,2.33
189,89,1,miroslaw hermaszewske,miroslaw hermaszewske,male,1941,poland,military,1976 intercosmos group,1976,1,1,pilot,1978,soyuz 30,soyuz 30,soyuz 30,soyuz 30,190.03,190.03,0,0,0
190,90,1,"jahn, sigmund","jahn, sigmund",male,1937,germany,military,interkosmos-1,1976,1,1,msp,1978,soyuz 31,soyuz 31,soyuz 31,soyuz 29,188.82,188.82,0,0,0
191,91,45,"lyakhov, vladimir",владимир афанасьевич ляхов,male,1941,u.s.s.r/russia,military,tspk-4,1967,1,3,commander,1979,salyut 6,soyuz 32,salyut 6,soyuz 34,4200,7999.78,1,1.38,7.12
192,91,45,"lyakhov, vladimir",владимир афанасьевич ляхов,male,1941,u.s.s.r/russia,military,tspk-4,1967,2,3,commander,1983,salyut 7,soyuz t­9,salyut 7,soyuz t­9,3586,7999.78,2,5.73,7.12
193,91,45,"lyakhov, vladimir",владимир афанасьевич ляхов,male,1941,u.s.s.r/russia,military,tspk-4,1967,3,3,commander,1988,3,soyuz tm­6,mir,soyuz tm­5,212,7999.78,0,0,7.12
194,92,1,georgi ivanov,георги иванов иванов,male,1940,bulgaria,military,1978 intercosmos group,1978,1,1,pilot,1979,soyuz 33,soyuz 33,soyuz 33,soyuz 33,47,47,0,0,0
195,93,46,"popov, leonid",леонид иванович попов,male,1945,u.s.s.r/russia,military,tspk-5,1970,1,3,commander,1980,salyut 6,soyuz 35,salyut 6,soyuz 37,4436,4814.75,0,0,0
196,93,46,"popov, leonid",леонид иванович попов,male,1945,u.s.s.r/russia,military,tspk-6,1970,2,3,commander,1981,salyut 6,soyuz 40,salyut 6,soyuz 40,188,4814.75,0,0,0
197,93,46,"popov, leonid",леонид иванович попов,male,1945,u.s.s.r/russia,military,tspk-7,1970,3,3,commander,1982,salyut 7,soyuz t­7,salyut 7,soyuz t­5,189,4814.75,0,0,0
198,94,1,bertalan farkas,farkas bertalan,male,1949,hungry,civilian,1978 intercosmos group,1978,1,1,pilot,1980,soyuz 36/35,Unknown,soyuz 36/35,Unknown,188.75,188.75,0,0,0
199,95,47,"malyshev, yuri",юрий васильевич малышев,male,1941,u.s.s.r/russia,military,tspk-4,1967,1,2,commander,1980,salyut 7,soyuz t­2,salyut 7,soyuz t­2,94,283.98,0,0,0
200,95,47,"malyshev, yuri",юрий васильевич малышев,male,1941,u.s.s.r/russia,military,tspk-5,1967,2,2,commander,1984,salyut 7,soyuz t­11,salyut 7,soyuz t­10,189,283.98,0,0,0
201,96,1,pham tuan,phạm tuân,male,1947,vietnam,military,1979 intercosmos group,1979,1,1,msp,1980,salyut 6,soyuz 37,salyut 6,soyuz 36,188.7,188.7,0,0,0
202,97,1,arnaldo tamayo mendez,arnaldo tamayo méndez,male,1942,cuba,military,1978 intercosmos group,1978,1,1,pilot,1980,soyuz 38,soyuz 38,soyuz 38,soyuz 38,1887.71,188.71,0,0,0
203,98,48,"kizim, leonid",леонид денисович кизим,male,1941,u.s.s.r/russia,military,tspk-3,1965,1,3,commander,1980,salyut 6,soyuz t­3,salyut 6,soyuz t­3,307,8993.93,0,0,31.48
204,98,48,"kizim, leonid",леонид денисович кизим,male,1941,u.s.s.r/russia,military,tspk-4,1965,2,3,commander,1984,salyut 7,soyuz t­10,salyut 7,soyuz t­11,5686,8993.93,6,22.83,31.48
205,98,48,"kizim, leonid",леонид денисович кизим,male,1941,u.s.s.r/russia,military,tspk-5,1965,3,3,commander,1986,1,soyuz t­15,mir/salyut 7,soyuz t­15,3000,8993.93,2,8.83,31.48
206,99,49,"strekalov, gennadi",геннадий михайлович стрекалов,male,1940,u.s.s.r/russia,civilian,tskbem-3,1973,1,5,msp,1980,salyut 6,soyuz t­3,salyut 6,soyuz t­3,307,6454.37,0,0,20.93
207,99,49,"strekalov, gennadi",геннадий михайлович стрекалов,male,1940,u.s.s.r/russia,civilian,tskbem-3,1973,2,5,flight engineer,1983,soyuz t­8,soyuz t­8,soyuz t­8,soyuz t­8,48,6454.37,0,0,20.93
208,99,49,"strekalov, gennadi",геннадий михайлович стрекалов,male,1940,u.s.s.r/russia,civilian,tskbem-3,1973,3,5,flight engineer,1984,salyut 7,soyuz t­11,salyut 7,soyuz t­10,189,6454.37,0,0,20.93
209,99,49,"strekalov, gennadi",геннадий михайлович стрекалов,male,1940,u.s.s.r/russia,civilian,tskbem-3,1973,4,5,flight engineer,1990,7,soyuz tm­10,mir,soyuz tm­10,3140,6454.37,1,2.75,20.93
210,99,49,"strekalov, gennadi",геннадий михайлович стрекалов,male,1940,u.s.s.r/russia,civilian,tskbem-3,1973,5,5,flight engineer,1995,18,soyuz tm­21,mir,sts­71,2768,6454.37,3,18.18,20.93
211,100,50,"savinykh, viktor",виктор петрович савиных,male,1940,u.s.s.r/russia,civilian,npoe-4,1978,1,3,flight engineer,1981,salyut 6,soyuz t­4,salyut 6,soyuz t­4,1793,6065.63,1,5,5
212,110,52,"serebrov, aleksandr",александр александрович серебров,male,1944,u.s.s.r/russia,civilian,npoe-4,1978,2,4,msp,1983,soyuz t­8,soyuz t­8,soyuz t­8,soyuz t­8,48,8950.87,0,0,31.82
213,110,52,"serebrov, aleksandr",александр александрович серебров,male,1944,u.s.s.r/russia,civilian,npoe-4,1978,3,4,flight engineer,1990,5,soyuz tm­8,mir,soyuz tm­8,3990,8950.87,5,17.6,31.82
214,110,52,"serebrov, aleksandr",александр александрович серебров,male,1944,u.s.s.r/russia,civilian,npoe-4,1978,4,4,flight engineer,1993,14,soyuz tm­17,mir,soyuz tm­17,4721,8950.87,5,14.22,31.82
215,111,53,"savitskaya, svetlana",светлана евгеньевна савицкая,female,1948,u.s.s.r/russia,civilian,map,1980,1,2,msp,1982,salyut 7,soyuz t­7,salyut 7,soyuz t­5,189,473.1,0,0,3.58
216,111,53,"savitskaya, svetlana",светлана евгеньевна савицкая,female,1948,u.s.s.r/russia,civilian,map,1980,2,2,flight engineer,1984,salyut 7,soyuz t­12,salyut 7,soyuz t­12,283,473.1,1,3.58,3.58
217,112,49,"overmyer, robert f.","overmyer, robert f.",male,1936,u.s.,military,mol-2 / nasa-7,1966,1,2,pilot,1982,sts-5,sts-5,sts-5,sts-5,122,290,0,0,0
218,112,49,"overmyer, robert f.","overmyer, robert f.",male,1936,u.s.,military,mol-2 / nasa-7,1966,2,2,commander,1985,sts-51-b,sts-51-b,sts-51-b,sts-51-b,168,290,0,0,0
219,113,50,"allen, joseph p.","allen, joseph p.",male,1937,u.s.,civilian,nasa- 6,1967,1,2,msp,1982,sts-5,sts-5,sts-5,sts-5,122,314,0,0,11.7
220,113,50,"allen, joseph p.","allen, joseph p.",male,1937,u.s.,civilian,nasa- 6,1967,2,2,msp,1984,sts-51-a,sts-51-a,sts-51-a,sts-51-a,191,314,2,11.7,11.7
221,114,51,"lenoir, william b.","lenoir, william b.",male,1939,u.s.,civilian,nasa- 6,1967,1,1,msp,1982,sts-5,sts-5,sts-5,sts-5,122,122,0,0,0
222,115,52,"bobko, karol j.","bobko, karol j.",male,1937,u.s.,military,"1966 usaf mol gropu 2, nasa- 7",1969,1,3,pilot,1983,sts-6,sts-6,sts-6,sts-6,122,386,0,0,0
223,115,52,"bobko, karol j.","bobko, karol j.",male,1937,u.s.,military,"1966 usaf mol gropu 2, nasa- 7",1969,2,3,commander,1985,sts-51-d,sts-51-d,sts-51-d,sts-51-d,236,386,0,0,0
224,115,52,"bobko, karol j.","bobko, karol j.",male,1937,u.s.,military,"1966 usaf mol gropu 2, nasa- 7",1969,3,3,commander,1985,sts-51-j,sts-51-j,sts-51-j,sts-51-j,98,386,0,0,0
225,116,53,"peterson, donald h.","peterson, donald h.",male,1933,u.s.,military,mol-3 / nasa-7,1969,1,1,msp,1983,sts-6,sts-6,sts-6,sts-6,120,120,1,3.83,3.83
226,117,54,"musgrave, franklin story","musgrave, franklin story",male,1935,u.s.,civilian,nasa-6,1967,1,6,msp,1983,sts-6,sts-6,sts-6,sts-6,120,1281,1,3.87,25.9
227,117,54,"musgrave, franklin story","musgrave, franklin story",male,1935,u.s.,civilian,nasa-6,1967,2,6,msp,1985,sts-51f,sts-51f,sts-51f,sts-51f,191,1281,0,0,25.9
228,117,54,"musgrave, franklin story","musgrave, franklin story",male,1935,u.s.,civilian,nasa-6,1967,3,6,msp,1989,sts-33,sts-33,sts-33,sts-33,168,1281,0,0,25.9
229,117,54,"musgrave, franklin story","musgrave, franklin story",male,1935,u.s.,civilian,nasa-6,1967,4,6,msp,1991,sts-44,sts-44,sts-44,sts-44,167,1281,0,0,25.9
230,117,54,"musgrave, franklin story","musgrave, franklin story",male,1935,u.s.,civilian,nasa-6,1967,5,6,msp,1993,sts-61,sts-61,sts-61,sts-61,260,1281,3,22.03,25.9
231,117,54,"musgrave, franklin story","musgrave, franklin story",male,1935,u.s.,civilian,nasa-6,1967,6,6,msp,1996,sts-80,sts-80,sts-80,sts-80,424,1281,0,0,25.9
232,118,54,"titov, vladimir",владимир георгиевич титов,male,1947,u.s.s.r/russia,military,tspk-6,1976,1,4,commander,1983,soyuz t­8,soyuz t­8,soyuz t­8,soyuz t­8,48,9288.75,0,0,18.8
233,118,54,"titov, vladimir",владимир георгиевич титов,male,1947,u.s.s.r/russia,military,tspk-7,1976,2,4,commander,1988,3,soyuz tm­4,mir,soyuz tm­6,8782,9288.75,3,13.78,18.8
234,118,54,"titov, vladimir",владимир георгиевич титов,male,1947,u.s.s.r/russia,military,tspk-8,1976,3,4,msp,1995,sts­63,sts­63,sts­63,sts­63,198,9288.75,0,0,18.8
235,118,54,"titov, vladimir",владимир георгиевич титов,male,1947,u.s.s.r/russia,military,tspk-9,1976,4,4,commander,1997,24,sts­86,mir,sts­86,259,9288.75,1,5.02,18.8
236,119,55,"hauck, frederick h.","hauck, frederick h.",male,1941,u.s.,military,nasa astronaut group 8,1978,1,3,pilot,1983,sts-7,sts-7,sts-7,sts-7,146,434,0,0,0
237,119,55,"hauck, frederick h.","hauck, frederick h.",male,1941,u.s.,military,nasa astronaut group 8,1978,2,3,commander,1984,sts-51-a,sts-51-a,sts-51-a,sts-51-a,191,434,0,0,0
238,119,55,"hauck, frederick h.","hauck, frederick h.",male,1941,u.s.,military,nasa astronaut group 8,1978,3,3,commander,1988,sts-26,sts-26,sts-26,sts-26,97,434,0,0,0
239,120,56,"fabian, john m.","fabian, john m.",male,1939,u.s.,military,nasa- 8,1978,1,2,msp,1983,sts-7,sts-7,sts-7,sts-7,146,316,0,0,0
